client_id,process_step,Variation_x,success,clnt_tenure_yr,clnt_tenure_mnth,clnt_age,gendr,num_accts,bal,calls_6_mnth,logons_6_mnth,Variation_y
4498691,confirm,Test,1,6.0,82.0,67.5,U,2.0,56390.1,1.0,4.0,Test
4498712,confirm,Control,1,6.0,79.0,21.5,U,2.0,30016.13,2.0,5.0,Control
4498809,confirm,Test,1,12.0,151.0,67.5,F,2.0,37767.75,2.0,5.0,Test
4498925,confirm,Test,1,15.0,186.0,53.5,M,2.0,24445.43,2.0,5.0,Test
4499048,confirm,Test,1,21.0,259.0,65.5,F,2.0,61039.23,3.0,6.0,Test
4499306,confirm,Test,1,7.0,92.0,32.5,U,2.0,40582.11,0.0,3.0,Test
4499343,confirm,Control,1,15.0,191.0,37.5,F,3.0,31155.16,1.0,4.0,Control
4499654,confirm,Test,1,11.0,142.0,35.5,F,2.0,28107.25,5.0,8.0,Test
4499745,confirm,Control,1,8.0,107.0,37.0,F,2.0,87480.01999999999,1.0,4.0,Control
4499814,confirm,Test,1,18.0,218.0,20.5,U,3.0,76695.92,0.0,3.0,Test
4499901,confirm,Test,1,23.0,283.0,47.0,F,2.0,257377.58,2.0,5.0,Test
4500109,confirm,Test,1,7.0,94.0,49.5,U,3.0,268352.75,4.0,7.0,Test
4500155,confirm,Test,1,9.0,110.0,44.5,M,2.0,43552.36,1.0,4.0,Test
4500258,confirm,Test,1,11.0,139.0,38.5,M,3.0,431856.52,5.0,8.0,Test
4500339,confirm,Control,1,8.0,98.0,67.0,F,3.0,535413.4500000001,2.0,5.0,Control
4500691,confirm,Test,1,35.0,429.0,62.5,M,4.0,1293404.49,6.0,9.0,Test
4500704,confirm,Test,1,21.0,261.0,73.5,F,2.0,137209.08000000002,2.0,5.0,Test
4501407,confirm,Test,1,16.0,193.0,48.0,F,2.0,75941.70999999999,2.0,5.0,Test
4501424,confirm,Control,1,4.0,59.0,31.5,U,3.0,115625.94,1.0,4.0,Control
4501679,confirm,Control,1,5.0,63.0,23.5,F,3.0,48051.46,6.0,9.0,Control
4502307,confirm,Test,1,21.0,261.0,34.5,M,2.0,29317.23,0.0,3.0,Test
4502426,confirm,Control,1,5.0,68.0,41.5,U,3.0,40768.58,4.0,7.0,Control
4502448,confirm,Test,1,5.0,60.0,32.5,U,2.0,52072.88,2.0,5.0,Test
4502765,confirm,Control,1,13.0,157.0,44.5,M,2.0,28228.34,1.0,4.0,Control
4502846,confirm,Control,1,15.0,187.0,49.5,M,2.0,297285.78,6.0,9.0,Control
4503048,confirm,Test,1,13.0,167.0,30.5,F,2.0,66446.84,6.0,9.0,Test
4503097,confirm,Control,1,6.0,76.0,25.5,U,2.0,38212.73,6.0,9.0,Control
4503213,confirm,Test,1,26.0,313.0,69.5,F,3.0,1546643.8299999998,3.0,6.0,Test
4503254,confirm,Control,1,8.0,96.0,60.0,U,2.0,122955.95,4.0,7.0,Control
4503636,confirm,Test,1,5.0,69.0,34.0,U,2.0,44492.34,1.0,4.0,Test
4504578,confirm,Test,1,13.0,166.0,38.5,M,3.0,49172.9,2.0,5.0,Test
4504614,confirm,Control,1,19.0,231.0,62.5,M,3.0,2496867.17,1.0,4.0,Control
4504903,confirm,Control,1,21.0,253.0,42.5,M,2.0,39453.23,6.0,9.0,Control
4505692,confirm,Test,1,7.0,89.0,30.5,M,2.0,36060.31,6.0,9.0,Test
4506207,confirm,Control,1,10.0,126.0,40.5,M,3.0,473944.59,5.0,8.0,Control
4506445,confirm,Test,1,5.0,64.0,25.5,M,2.0,45130.64,2.0,5.0,Test
4506484,confirm,Test,1,11.0,142.0,70.5,F,2.0,28275.87,0.0,3.0,Test
4506609,confirm,Control,1,15.0,189.0,52.0,M,3.0,956579.86,5.0,8.0,Control
4506778,confirm,Control,1,20.0,245.0,32.5,M,2.0,178631.21000000002,3.0,6.0,Control
4506908,confirm,Control,1,27.0,333.0,54.5,F,3.0,273177.88,1.0,4.0,Control
4507502,confirm,Test,1,5.0,70.0,30.5,U,2.0,51882.22,2.0,6.0,Test
4507678,confirm,Test,1,13.0,166.0,34.5,F,2.0,78486.4,1.0,4.0,Test
4507847,confirm,Test,1,8.0,106.0,49.5,F,2.0,44477.37,6.0,9.0,Test
4508245,confirm,Control,1,12.0,146.0,37.5,M,2.0,67371.65,2.0,5.0,Control
4508628,confirm,Test,1,5.0,69.0,23.5,U,3.0,40212.92,4.0,7.0,Test
4508825,confirm,Control,1,5.0,71.0,26.5,U,2.0,42367.95,0.0,3.0,Control
4508836,confirm,Control,1,27.0,327.0,64.5,F,2.0,68129.16,0.0,3.0,Control
4508854,confirm,Test,1,6.0,75.0,30.0,U,2.0,31432.8,1.0,4.0,Test
4509405,confirm,Control,1,20.0,241.0,37.5,M,3.0,88783.51999999999,2.0,5.0,Control
4511257,confirm,Control,1,7.0,85.0,57.5,M,2.0,834978.0,6.0,9.0,Control
4512238,confirm,Control,1,7.0,85.0,42.5,U,2.0,33782.43,3.0,6.0,Control
4512339,confirm,Control,1,12.0,149.0,28.5,M,3.0,201523.65,6.0,9.0,Control
4513466,confirm,Test,1,19.0,239.0,61.5,F,2.0,51259.69,0.0,3.0,Test
4513475,confirm,Control,1,18.0,222.0,53.0,M,2.0,344300.8,1.0,4.0,Control
4513721,confirm,Test,1,8.0,106.0,43.5,F,2.0,79112.48999999999,0.0,3.0,Test
4514170,confirm,Test,1,16.0,195.0,69.5,F,2.0,116889.22,3.0,6.0,Test
4514267,confirm,Test,1,6.0,76.0,37.5,F,2.0,34897.95,0.0,3.0,Test
4514342,confirm,Control,1,9.0,118.0,51.5,M,2.0,28168.98,0.0,3.0,Control
4514556,confirm,Control,1,5.0,64.0,55.5,U,2.0,71774.91,2.0,5.0,Control
4514596,confirm,Control,1,14.0,178.0,41.5,F,2.0,94184.5,1.0,4.0,Control
4514608,confirm,Control,1,12.0,154.0,60.5,M,2.0,124919.83,0.0,3.0,Control
4514754,confirm,Control,1,19.0,238.0,46.0,M,2.0,80170.36,2.0,5.0,Control
4514762,confirm,Control,1,10.0,130.0,58.5,F,2.0,56615.0,0.0,3.0,Control
4514930,confirm,Test,1,11.0,133.0,62.5,M,3.0,152415.63,4.0,7.0,Test
4515143,confirm,Control,1,7.0,86.0,27.5,U,3.0,84485.08,0.0,3.0,Control
4515670,confirm,Control,1,16.0,193.0,58.5,M,2.0,328927.76,4.0,7.0,Control
4515949,confirm,Test,1,4.0,57.0,65.5,U,2.0,90400.96,2.0,5.0,Test
4515989,confirm,Control,1,6.0,75.0,44.5,U,2.0,103654.72,2.0,5.0,Control
4516267,confirm,Control,1,9.0,118.0,58.0,F,2.0,99943.24,2.0,5.0,Control
4516576,confirm,Control,1,8.0,107.0,23.5,M,2.0,36241.61,6.0,9.0,Control
4516606,confirm,Control,1,13.0,162.0,53.5,F,2.0,63632.72,4.0,7.0,Control
4517591,confirm,Control,1,27.0,324.0,28.0,M,2.0,31837.44,2.0,5.0,Control
4518019,confirm,Control,1,7.0,87.0,60.5,U,2.0,51218.26,2.0,5.0,Control
4518751,confirm,Test,1,9.0,108.0,33.5,F,2.0,44906.22,3.0,6.0,Test
4519160,confirm,Control,1,6.0,72.0,62.0,M,3.0,268149.93,6.0,9.0,Control
4519203,confirm,Test,1,16.0,193.0,61.5,M,2.0,259931.4,3.0,6.0,Test
4519687,confirm,Test,1,13.0,165.0,71.5,F,2.0,221634.09000000003,6.0,9.0,Test
4519721,confirm,Test,1,5.0,60.0,50.0,M,2.0,210741.74,3.0,6.0,Test
4519869,confirm,Test,1,5.0,64.0,54.5,F,2.0,89965.17,1.0,4.0,Test
4519913,confirm,Control,1,17.0,214.0,67.5,M,2.0,187990.1,4.0,7.0,Control
4521176,confirm,Control,1,4.0,56.0,55.5,U,2.0,33955.45,0.0,3.0,Control
4521968,confirm,Test,1,5.0,64.0,55.5,U,2.0,34735.22,0.0,3.0,Test
4522046,confirm,Test,1,5.0,70.0,52.5,U,2.0,57994.65,0.0,3.0,Test
4522333,confirm,Test,1,5.0,64.0,65.0,F,2.0,106980.12,4.0,7.0,Test
4522579,confirm,Test,1,14.0,172.0,50.5,F,2.0,32632.62,6.0,9.0,Test
4522785,confirm,Test,1,15.0,181.0,76.5,M,2.0,96106.87,0.0,3.0,Test
4522971,confirm,Control,1,15.0,186.0,38.5,M,2.0,53431.07,0.0,3.0,Control
4523387,confirm,Control,1,6.0,77.0,22.5,U,2.0,24353.67,5.0,8.0,Control
4524761,confirm,Control,1,6.0,72.0,19.5,U,3.0,34130.58,3.0,6.0,Control
4524806,confirm,Test,1,9.0,117.0,35.5,M,2.0,71248.23999999999,0.0,3.0,Test
4524845,confirm,Test,1,24.0,299.0,35.5,M,2.0,24089.91,0.0,3.0,Test
4525165,confirm,Test,1,11.0,137.0,44.0,M,2.0,32301.57,1.0,4.0,Test
4525231,confirm,Test,1,7.0,86.0,47.5,U,2.0,41137.6,4.0,7.0,Test
4525489,confirm,Test,1,22.0,272.0,68.5,F,2.0,94111.43,5.0,9.0,Test
4525663,confirm,Test,1,16.0,194.0,56.5,M,2.0,341736.35,5.0,8.0,Test
4525690,confirm,Control,1,26.0,312.0,75.5,M,2.0,30679.61,3.0,6.0,Control
4525754,confirm,Test,1,22.0,264.0,47.5,F,3.0,164728.89,3.0,6.0,Test
4526050,confirm,Control,1,6.0,73.0,66.5,U,2.0,165086.87,3.0,6.0,Control
4526173,confirm,Test,1,10.0,125.0,28.5,M,2.0,221511.57,6.0,9.0,Test
4526584,confirm,Test,1,16.0,202.0,44.0,M,2.0,82351.25,3.0,6.0,Test
4526665,confirm,Test,1,12.0,154.0,36.5,M,2.0,41026.78,1.0,4.0,Test
4526970,confirm,Test,1,12.0,145.0,66.5,F,2.0,29462.6,2.0,6.0,Test
4527394,confirm,Test,1,6.0,75.0,74.0,U,2.0,306889.84,2.0,5.0,Test
4527564,confirm,Test,1,4.0,58.0,38.5,M,2.0,35430.259999999995,3.0,6.0,Test
4528485,confirm,Control,1,15.0,189.0,34.5,F,2.0,44935.23,2.0,5.0,Control
4528533,confirm,Test,1,5.0,61.0,30.5,U,2.0,30684.29,4.0,7.0,Test
4529371,confirm,Control,1,24.0,296.0,24.5,F,2.0,30209.87,6.0,9.0,Control
4529653,confirm,Control,1,7.0,94.0,27.0,U,2.0,35226.649999999994,4.0,7.0,Control
4530020,confirm,Control,1,5.0,68.0,25.5,U,2.0,42756.77,4.0,7.0,Control
4530050,confirm,Test,1,4.0,59.0,18.0,U,2.0,27468.02,4.0,7.0,Test
4530313,confirm,Test,1,16.0,197.0,35.0,F,4.0,76612.78,2.0,5.0,Test
4530402,confirm,Test,1,5.0,65.0,65.5,M,3.0,356010.57,1.0,4.0,Test
4530453,confirm,Test,1,22.0,268.0,28.5,U,2.0,106642.9,5.0,8.0,Test
4531279,confirm,Test,1,4.0,58.0,33.5,U,2.0,44354.08,6.0,9.0,Test
4532223,confirm,Control,1,18.0,216.0,75.0,M,2.0,318091.39,1.0,4.0,Control
4532488,confirm,Control,1,32.0,390.0,62.5,F,2.0,249933.4,1.0,4.0,Control
4532572,confirm,Test,1,5.0,70.0,23.5,U,2.0,36715.36,5.0,8.0,Test
4532705,confirm,Control,1,37.0,454.0,69.5,U,2.0,59596.83,5.0,8.0,Control
4532949,confirm,Control,1,4.0,59.0,59.5,U,2.0,31921.91,2.0,5.0,Control
4533293,confirm,Test,1,4.0,58.0,53.5,U,2.0,39890.65,4.0,7.0,Test
4533579,confirm,Control,1,10.0,122.0,57.0,F,3.0,43772.69,1.0,4.0,Control
4534750,confirm,Control,1,7.0,86.0,35.5,U,4.0,143590.88,4.0,7.0,Control
4535115,confirm,Control,1,23.0,285.0,62.0,F,2.0,77303.81,1.0,6.0,Control
4535743,confirm,Test,1,4.0,58.0,25.0,U,2.0,57122.15,4.0,7.0,Test
4535988,confirm,Control,1,15.0,190.0,52.0,F,2.0,321308.79,6.0,9.0,Control
4536163,confirm,Control,1,17.0,210.0,47.5,F,3.0,513564.43,3.0,7.0,Control
4536493,confirm,Control,1,27.0,327.0,69.5,M,3.0,466957.3,3.0,6.0,Control
4536676,confirm,Control,1,5.0,61.0,56.5,U,4.0,169318.93,5.0,8.0,Control
4537279,confirm,Control,1,12.0,155.0,34.5,M,2.0,44056.78,5.0,8.0,Control
4537483,confirm,Test,1,13.0,164.0,62.5,M,2.0,36190.42,3.0,6.0,Test
4537923,confirm,Test,1,4.0,59.0,43.5,U,2.0,23790.62,6.0,9.0,Test
4537934,confirm,Test,1,5.0,64.0,21.5,U,2.0,29726.07,6.0,9.0,Test
4538037,confirm,Test,1,16.0,192.0,62.5,M,3.0,221442.53,4.0,7.0,Test
4538401,confirm,Test,1,19.0,239.0,54.0,F,2.0,113059.61,4.0,7.0,Test
4538908,confirm,Test,1,6.0,80.0,22.5,U,2.0,28395.75,6.0,9.0,Test
4539061,confirm,Control,1,16.0,202.0,58.5,F,2.0,158608.15000000002,3.0,6.0,Control
4539094,confirm,Test,1,10.0,129.0,31.5,F,3.0,103602.86,6.0,9.0,Test
4539299,confirm,Control,1,3.0,47.0,65.5,U,2.0,82557.79999999999,2.0,5.0,Control
4539437,confirm,Test,1,12.0,146.0,54.5,F,2.0,25128.69,0.0,3.0,Test
4539624,confirm,Control,1,16.0,193.0,70.5,F,2.0,75805.18,3.0,6.0,Control
4539664,confirm,Test,1,17.0,214.0,58.0,F,2.0,272996.6,2.0,5.0,Test
4540109,confirm,Test,1,7.0,95.0,62.5,U,2.0,81803.85,0.0,3.0,Test
4540897,confirm,Test,1,7.0,88.0,51.0,U,2.0,126074.59,2.0,5.0,Test
4541045,confirm,Test,1,34.0,411.0,76.5,M,3.0,320056.18,5.0,8.0,Test
4541117,confirm,Control,1,6.0,74.0,58.5,F,2.0,106033.66,5.0,8.0,Control
4541268,confirm,Control,1,4.0,51.0,21.5,U,2.0,40898.91,4.0,7.0,Control
4541475,confirm,Control,1,27.0,332.0,64.5,F,2.0,211338.03,1.0,4.0,Control
4541952,confirm,Control,1,7.0,86.0,27.5,U,2.0,51914.3,2.0,6.0,Control
4542043,confirm,Control,1,12.0,152.0,47.5,F,2.0,239079.62,1.0,4.0,Control
4542331,confirm,Control,1,22.0,269.0,66.5,M,3.0,2276452.73,1.0,4.0,Control
4542413,confirm,Test,1,19.0,231.0,73.5,F,2.0,62789.43,3.0,6.0,Test
4542546,confirm,Control,1,5.0,71.0,55.0,U,2.0,54789.28,4.0,7.0,Control
4542791,confirm,Test,1,5.0,64.0,32.5,U,2.0,39630.06,4.0,7.0,Test
4543597,confirm,Test,1,13.0,167.0,30.5,F,3.0,85695.69,2.0,5.0,Test
4543625,confirm,Test,1,9.0,108.0,39.0,F,2.0,77982.69,4.0,7.0,Test
4543846,confirm,Test,1,9.0,111.0,69.5,U,2.0,90580.96,5.0,8.0,Test
4543944,confirm,Test,1,7.0,88.0,25.5,M,4.0,151050.41,6.0,9.0,Test
4543984,confirm,Test,1,20.0,251.0,55.0,M,4.0,207006.55,6.0,9.0,Test
4544492,confirm,Test,1,28.0,336.0,63.5,F,2.0,151492.97,3.0,6.0,Test
4544713,confirm,Test,1,14.0,179.0,39.5,M,2.0,35354.32,1.0,4.0,Test
4545467,confirm,Control,1,6.0,82.0,50.5,U,2.0,70783.2,2.0,5.0,Control
4545646,confirm,Test,1,7.0,91.0,67.5,M,2.0,141716.66,6.0,9.0,Test
4546017,confirm,Test,1,19.0,228.0,57.5,M,4.0,555043.3500000001,6.0,9.0,Test
4546489,confirm,Control,1,4.0,54.0,48.5,U,2.0,85188.75,2.0,5.0,Control
4547552,confirm,Control,1,5.0,71.0,26.5,U,2.0,26511.4,1.0,4.0,Control
4548139,confirm,Control,1,20.0,248.0,67.0,F,2.0,123216.4,1.0,4.0,Control
4548420,confirm,Control,1,8.0,98.0,45.5,U,2.0,31248.72,3.0,6.0,Control
4548464,confirm,Test,1,12.0,152.0,59.5,F,2.0,38115.87,4.0,7.0,Test
4548780,confirm,Control,1,27.0,325.0,54.5,F,2.0,34189.32,2.0,5.0,Control
4549261,confirm,Test,1,5.0,60.0,58.5,M,2.0,150569.66,5.0,8.0,Test
4549340,confirm,Test,1,5.0,67.0,23.5,U,2.0,51554.84,2.0,5.0,Test
4549830,confirm,Control,1,5.0,70.0,34.5,U,2.0,28880.0,0.0,3.0,Control
4549862,confirm,Test,1,4.0,57.0,26.5,F,3.0,61441.77,4.0,7.0,Test
4550308,confirm,Test,1,21.0,259.0,53.0,F,3.0,32461.32,5.0,8.0,Test
4550637,confirm,Control,1,18.0,220.0,43.5,F,4.0,68475.98999999999,4.0,7.0,Control
4550754,confirm,Test,1,15.0,180.0,37.5,F,2.0,35871.43,1.0,4.0,Test
4550878,confirm,Test,1,16.0,192.0,81.5,M,2.0,184904.55,5.0,8.0,Test
4550885,confirm,Test,1,12.0,149.0,61.5,M,2.0,169559.27999999997,5.0,8.0,Test
4551428,confirm,Test,1,29.0,356.0,63.5,M,2.0,25137.84,1.0,4.0,Test
4551451,confirm,Control,1,5.0,69.0,33.0,U,2.0,48217.01,0.0,3.0,Control
4551472,confirm,Test,1,18.0,224.0,41.5,F,3.0,124477.2,6.0,9.0,Test
4551629,confirm,Test,1,14.0,170.0,36.5,M,2.0,409253.97,6.0,9.0,Test
4551917,confirm,Test,1,31.0,377.0,68.5,M,3.0,1211770.28,6.0,9.0,Test
4551995,confirm,Test,1,5.0,70.0,59.5,F,2.0,44612.77,2.0,5.0,Test
4552154,confirm,Control,1,46.0,561.0,85.0,M,3.0,1161857.61,6.0,9.0,Control
4552390,confirm,Test,1,12.0,155.0,49.5,M,2.0,78111.13,0.0,3.0,Test
4552746,confirm,Test,1,16.0,195.0,43.5,F,4.0,72250.47,6.0,9.0,Test
4553178,confirm,Test,1,20.0,251.0,17.5,F,2.0,33918.6,1.0,4.0,Test
4553478,confirm,Test,1,17.0,213.0,46.5,F,3.0,137173.66,6.0,9.0,Test
4554272,confirm,Control,1,13.0,164.0,31.5,F,2.0,121045.9,3.0,6.0,Control
4554482,confirm,Control,1,14.0,174.0,32.5,M,3.0,199414.21,6.0,9.0,Control
4554556,confirm,Test,1,5.0,65.0,32.5,U,2.0,27762.89,3.0,6.0,Test
4555156,confirm,Control,1,13.0,164.0,44.5,M,2.0,72492.68,6.0,9.0,Control
4555363,confirm,Test,1,7.0,94.0,27.5,U,3.0,92210.95,6.0,9.0,Test
4555418,confirm,Test,1,8.0,100.0,62.5,M,3.0,374159.36,6.0,9.0,Test
4555479,confirm,Control,1,12.0,148.0,68.0,M,3.0,71437.42,0.0,3.0,Control
4555558,confirm,Test,1,17.0,215.0,58.5,F,2.0,132281.55,1.0,4.0,Test
4555837,confirm,Test,1,11.0,133.0,40.5,M,2.0,41946.7,1.0,4.0,Test
4555946,confirm,Test,1,12.0,146.0,24.5,F,2.0,60410.01,0.0,3.0,Test
4556322,confirm,Control,1,13.0,166.0,55.5,F,2.0,134509.89,2.0,5.0,Control
4556323,confirm,Test,1,9.0,118.0,28.5,M,2.0,67921.26,6.0,9.0,Test
4556466,confirm,Control,1,14.0,178.0,35.0,F,2.0,30732.4,0.0,3.0,Control
4556540,confirm,Control,1,7.0,88.0,58.0,U,2.0,107737.29,4.0,7.0,Control
4557366,confirm,Control,1,5.0,69.0,44.5,M,2.0,269663.83,5.0,8.0,Control
4557744,confirm,Control,1,6.0,82.0,23.5,U,3.0,77157.35,6.0,9.0,Control
4557771,confirm,Control,1,21.0,262.0,47.5,M,3.0,657248.02,6.0,9.0,Control
4557803,confirm,Test,1,7.0,91.0,18.5,U,4.0,54210.49,2.0,5.0,Test
4557994,confirm,Test,1,5.0,70.0,58.5,F,3.0,157906.76,4.0,7.0,Test
4558622,confirm,Control,1,6.0,72.0,23.5,U,2.0,39955.92,2.0,5.0,Control
4558798,confirm,Control,1,11.0,134.0,27.5,F,3.0,63345.55,6.0,9.0,Control
4559044,confirm,Test,1,7.0,84.0,55.5,U,2.0,281803.99,2.0,5.0,Test
4559767,confirm,Test,1,14.0,172.0,32.5,F,2.0,103249.24,4.0,7.0,Test
4559790,confirm,Test,1,26.0,322.0,76.5,M,2.0,931165.04,2.0,5.0,Test
4559825,confirm,Test,1,5.0,66.0,56.5,U,2.0,48743.99,5.0,8.0,Test
4559890,confirm,Test,1,21.0,253.0,79.0,M,2.0,359590.19,1.0,4.0,Test
4560132,confirm,Control,1,14.0,178.0,36.5,F,2.0,53829.96,6.0,9.0,Control
4560708,confirm,Test,1,5.0,71.0,37.5,U,4.0,75827.70999999999,4.0,7.0,Test
4561306,confirm,Control,1,6.0,78.0,38.0,U,3.0,64295.89,6.0,9.0,Control
4561584,confirm,Control,1,11.0,143.0,57.5,F,2.0,70790.9,6.0,9.0,Control
4561742,confirm,Control,1,15.0,184.0,44.5,M,3.0,240993.69,3.0,6.0,Control
4562463,confirm,Control,1,6.0,73.0,29.5,U,2.0,53568.89,3.0,6.0,Control
4562878,confirm,Test,1,15.0,190.0,39.5,F,2.0,193647.99,4.0,7.0,Test
4563407,confirm,Test,1,11.0,133.0,57.5,M,2.0,51627.08,6.0,9.0,Test
4563768,confirm,Control,1,14.0,170.0,79.0,U,2.0,128924.24,6.0,9.0,Control
4563966,confirm,Control,1,4.0,58.0,35.5,U,2.0,39038.02,2.0,5.0,Control
4564121,confirm,Test,1,20.0,251.0,50.5,F,2.0,40218.34,1.0,4.0,Test
4564157,confirm,Test,1,13.0,167.0,74.5,M,3.0,1064559.64,5.0,8.0,Test
4564481,confirm,Test,1,8.0,97.0,26.5,U,2.0,35813.97,3.0,6.0,Test
4564948,confirm,Test,1,8.0,106.0,23.5,M,2.0,37451.03,0.0,3.0,Test
4565303,confirm,Control,1,13.0,163.0,59.5,M,2.0,212915.0,0.0,3.0,Control
4565623,confirm,Control,1,6.0,82.0,22.5,U,2.0,25430.22,0.0,3.0,Control
4565716,confirm,Test,1,12.0,150.0,56.5,M,2.0,40031.01,3.0,6.0,Test
4565738,confirm,Test,1,14.0,174.0,60.5,F,2.0,38229.15,0.0,3.0,Test
4565786,confirm,Test,1,8.0,96.0,38.5,U,2.0,30144.62,0.0,3.0,Test
4565926,confirm,Control,1,16.0,199.0,48.0,M,2.0,462285.66,5.0,8.0,Control
4566615,confirm,Test,1,12.0,152.0,56.5,F,2.0,40558.49,0.0,3.0,Test
4567471,confirm,Test,1,6.0,82.0,31.0,U,2.0,78202.92,0.0,3.0,Test
4567551,confirm,Test,1,4.0,58.0,27.5,U,2.0,50086.03999999999,2.0,5.0,Test
4568193,confirm,Control,1,10.0,130.0,25.5,M,2.0,32801.399999999994,1.0,4.0,Control
4568422,confirm,Control,1,7.0,88.0,26.0,U,2.0,39642.78,6.0,9.0,Control
4569058,confirm,Test,1,7.0,94.0,30.5,U,2.0,34748.619999999995,2.0,5.0,Test
4569203,confirm,Control,1,14.0,177.0,71.0,M,2.0,100194.56,0.0,4.0,Control
4569442,confirm,Control,1,8.0,107.0,37.0,M,2.0,31428.41,5.0,8.0,Control
4569606,confirm,Control,1,15.0,183.0,55.5,F,3.0,91799.0,6.0,9.0,Control
4569938,confirm,Test,1,25.0,306.0,58.5,U,2.0,219554.48,6.0,9.0,Test
4570044,confirm,Test,1,10.0,131.0,65.5,F,2.0,81525.93,6.0,9.0,Test
4570131,confirm,Test,1,5.0,69.0,37.5,F,2.0,47100.95,5.0,8.0,Test
4570643,confirm,Control,1,5.0,66.0,46.5,U,3.0,534536.89,5.0,8.0,Control
4570653,confirm,Control,1,21.0,254.0,70.0,F,2.0,56211.91,2.0,5.0,Control
4571116,confirm,Test,1,4.0,58.0,63.5,U,2.0,34673.19,6.0,9.0,Test
4571650,confirm,Test,1,6.0,78.0,48.5,F,2.0,47137.74,6.0,9.0,Test
4571808,confirm,Test,1,4.0,49.0,26.5,U,2.0,27241.9,2.0,5.0,Test
4572106,confirm,Test,1,9.0,109.0,32.5,F,2.0,76190.07,3.0,6.0,Test
4572528,confirm,Control,1,21.0,253.0,48.5,F,2.0,65055.16,2.0,5.0,Control
4572747,confirm,Control,1,11.0,140.0,45.5,M,2.0,63815.58,5.0,8.0,Control
4574884,confirm,Test,1,5.0,71.0,24.0,U,2.0,36536.17,0.0,3.0,Test
4575080,confirm,Test,1,9.0,119.0,55.5,F,2.0,124431.3,4.0,7.0,Test
4575555,confirm,Control,1,15.0,188.0,41.0,F,3.0,152792.97999999998,6.0,9.0,Control
4575874,confirm,Test,1,14.0,168.0,32.5,M,2.0,57853.27,6.0,9.0,Test
4575997,confirm,Control,1,21.0,255.0,46.5,F,2.0,69649.42,6.0,9.0,Control
4576237,confirm,Control,1,24.0,295.0,62.5,F,3.0,301880.59,1.0,5.0,Control
4576728,confirm,Test,1,6.0,73.0,31.5,U,3.0,33352.48,4.0,7.0,Test
4576989,confirm,Control,1,15.0,190.0,65.0,M,2.0,44537.65,0.0,3.0,Control
4577208,confirm,Control,1,6.0,79.0,29.0,U,2.0,35885.19,4.0,7.0,Control
4577314,confirm,Control,1,12.0,145.0,25.5,M,3.0,64847.12,2.0,5.0,Control
4577319,confirm,Test,1,14.0,178.0,34.5,F,2.0,139635.88,3.0,6.0,Test
4578494,confirm,Test,1,6.0,83.0,57.5,U,2.0,294868.97,0.0,3.0,Test
4578710,confirm,Control,1,13.0,162.0,63.5,F,2.0,45883.03999999999,1.0,4.0,Control
4578721,confirm,Control,1,17.0,215.0,48.5,F,2.0,90749.98,2.0,5.0,Control
4578988,confirm,Control,1,22.0,275.0,38.5,M,3.0,145170.58000000002,6.0,9.0,Control
4579064,confirm,Test,1,5.0,65.0,74.5,U,2.0,93981.82,3.0,6.0,Test
4579385,confirm,Test,1,17.0,206.0,44.5,F,2.0,53047.19,0.0,3.0,Test
4579542,confirm,Control,1,21.0,252.0,35.5,M,3.0,130755.36,6.0,9.0,Control
4579996,confirm,Test,1,9.0,109.0,29.5,F,2.0,53773.48,1.0,4.0,Test
4580091,confirm,Control,1,24.0,296.0,52.5,M,2.0,68303.2,6.0,9.0,Control
4580804,confirm,Control,1,13.0,161.0,47.5,M,2.0,91348.25,6.0,9.0,Control
4581040,confirm,Test,1,6.0,77.0,27.5,U,2.0,23865.78,2.0,5.0,Test
4581207,confirm,Control,1,26.0,314.0,47.0,M,3.0,234765.71,3.0,6.0,Control
4581224,confirm,Control,1,4.0,59.0,51.0,U,2.0,30543.13,1.0,4.0,Control
4581301,confirm,Test,1,4.0,54.0,23.5,M,2.0,28966.84,6.0,9.0,Test
4581365,confirm,Test,1,30.0,370.0,71.5,M,2.0,62999.24,6.0,9.0,Test
4582095,confirm,Test,1,13.0,156.0,41.5,M,2.0,95128.36,5.0,8.0,Test
4582201,confirm,Control,1,6.0,73.0,54.5,U,2.0,24938.23,0.0,3.0,Control
4582260,confirm,Test,1,5.0,68.0,27.5,U,2.0,46092.66,5.0,8.0,Test
4582506,confirm,Control,1,20.0,244.0,50.5,M,2.0,213980.03,1.0,4.0,Control
4582528,confirm,Test,1,10.0,123.0,29.0,M,4.0,132458.09999999998,6.0,9.0,Test
4582770,confirm,Test,1,13.0,158.0,34.5,F,2.0,28494.26,0.0,3.0,Test
4582821,confirm,Control,1,15.0,190.0,62.5,M,2.0,42932.94,1.0,4.0,Control
4582892,confirm,Control,1,8.0,97.0,42.0,U,2.0,41749.34,3.0,6.0,Control
4583892,confirm,Test,1,9.0,119.0,66.5,M,2.0,277555.83,3.0,7.0,Test
4584142,confirm,Control,1,16.0,194.0,55.5,F,2.0,134274.34,4.0,7.0,Control
4584184,confirm,Test,1,10.0,121.0,63.5,M,2.0,93818.74,3.0,6.0,Test
4584200,confirm,Control,1,12.0,145.0,63.5,M,2.0,28314.85,0.0,3.0,Control
4585186,confirm,Test,1,12.0,147.0,48.5,F,2.0,142168.66999999998,2.0,5.0,Test
